"num_incomes","pan_inc_chg","pan_inc_chg_pct","pan_exp_chg","pan_exp_chg_pct","pan_fi_chg","pan_ret_date_chg","pan_financial_impact","age","fin_indy","fin_indy_num","fin_indy_pct","retire_invst_num","tgt_sf_wthdrw_rt","max_retire_sup","retire_exp","whn_fin_indy_num","fin_indy_lvl","retire_age","stp_whn_fin_indy","employer","role","ft_status","pt_status","gig_status","edu_status","housing","2020_gross_inc","2020_invst_save","political_grouped","race_eth_grouped","gender_grouped","edu_grouped","rel_status_grouped","children_grouped","country_grouped","industry_grouped","total_assets","total_debts","total_expenses"
2,"Increased",0.35,"Stayed the same",0,"No change","No change","Positive",31,0,2500000,6.7,3e+06,3.5,40000,90000,0,NA,51,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)","For an Organization (Employed)",NA,"Not a student","Own",450000,180000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",907000,287000,265005
1,"Stayed the same",0.05,"Stayed the same",0,"Increase","No change","Positive",26,0,1200000,3.3,1500000,3.5,1800,5000,0,NA,56,"Yes","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",66850,30200,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",60000,27000,31707
1,"Stayed the same",0,"Decreased",0.25,"No change","No change","Positive",36,0,9e+05,37,1300000,3.5,15000,42000,0,NA,41,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",133663,65717,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Financial Services",413779,47000,61884
2,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",31,0,1500000,66,2500000,3.5,NA,80000,0,NA,41,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",172200,42000,"Other",NA,"Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Construction",1005250,0,84900
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",41,0,750000,75,750000,4,10000,30000,0,NA,46,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",75000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Other Services",730000,0,0
1,"Increased",0.05,"Decreased",0.15,"No change","No change","Neutral",26,0,1e+06,25,2e+06,3.5,NA,40000,0,NA,41,"Partially","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Student","Rent",145000,82000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship",NA,"United States","Information Technology",248000,0,18630.84
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",41,0,3e+06,57,3500000,3.5,5000,120000,0,NA,46,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",375000,120000,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",2555000,560000,253000
2,"Stayed the same",0,"Decreased",0.45,"No change","Become sooner","Neutral",36,0,250000,59,4500000,33,0,145000,0,NA,46,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",4e+05,50000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Manufacturing",2487000,350000,262000
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,2285000,9,2500000,3.5,0,80000,0,NA,46,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",120000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",211036,21200,2620
2,"Increased",0.35,"Stayed the same",0,"No change","No change","Positive",31,0,3500000,16,3500000,NA,NA,117464,0,NA,56,"Partially","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",150000,32000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",190500,243500,84830
1,"Stayed the same",0,"Decreased",0.05,"Increase","No change","Positive",26,0,750000,10,1250000,3,NA,30000,0,NA,46,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",71000,15000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",292000,194600,37750
1,"Increased",0.15,"Decreased",0.05,"No change","No change","Positive",46,1,NA,NA,NA,NA,NA,NA,2e+06,"LeanFI",51,"Undecided","Self-employed","Information Technology","For Myself (Self-Employed)",NA,NA,"Not a student","Own",350000,0,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",4e+06,730000,164500
2,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,1e+06,45,2e+06,3.5,20000,60000,0,NA,36,"Undecided","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",145000,60000,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",850000,0,31800
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",31,0,4e+06,15,4e+06,4,25000,185000,0,NA,56,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",2e+05,35000,"Libertarian Party","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Other Services",850000,392001,133104
2,"Stayed the same",0,"Decreased",0.15,"No change","No change",NA,31,0,3e+06,40,4e+06,3.5,NA,125000,0,NA,56,"No","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",282000,150000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",0,0,132033
2,"Decreased",0.15,"Decreased",0.25,"No change","No change","Positive",36,0,1500000,52,100,4,5000,63000,0,NA,41,"Undecided","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",275000,40000,"Libertarian Party","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Financial Services",1476803,460629,91089
1,"Stayed the same",0.05,"Decreased",0.25,"No change","Become sooner","Positive",31,0,3e+06,46.7,3e+06,4,5000,1e+05,0,NA,41,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",161000,77119,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",1399576,0,80480
2,"Stayed the same",0,"Decreased",0.15,"No change","No change","Neutral",36,0,1500000,33,1500000,4,35000,50000,0,NA,51,"No","Private corporation","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,NA,"Not a student","Own",160000,40000,"Democrat","White / Caucasian","Male","Some College or Trade School","In a Relationship","No Children","United States","Other Services",698000,160000,74500
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1200000,63,1300000,4,24000,50000,0,NA,36,"Partially","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",224000,97000,"Other","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",1326000,327000,127200
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",26,0,3500000,10,3500000,4,0,1e+05,0,NA,31,"Undecided","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",160000,84000,"Other",NA,"Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",355000,13500,64200
1,"Stayed the same",0,"Increased",0.45,"Increase","Become later","Negative",31,0,2e+06,10,2500000,4,NA,80000,0,NA,46,"Partially","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",0,0,"Libertarian Party","Black or African American","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",160000,0,0
2,"Increased",0.05,"Stayed the same",0,"No change","Become sooner","Positive",26,0,2e+06,15,3e+06,4,120000,80000,0,NA,36,"No","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",180000,70000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",551000,2e+05,51500
1,"Stayed the same",0.05,"Decreased",0.05,"No change","No change","Positive",31,1,NA,NA,NA,NA,NA,NA,3e+05,"LeanFI",31,"Yes","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",62000,36000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","Singles",NA,"United States","Information Technology",802030,2000,25836
1,"Stayed the same",0,"Decreased",0.25,"No change","No change","Positive",26,0,1250000,8,2e+06,4,12000,50000,0,NA,46,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",81000,30000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",128000,0,40630
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,1,NA,NA,NA,NA,NA,NA,1500000,"FI",NA,"No","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",269000,80000,"Democrat","American Indian or Alaskan Native","Male","Doctorate or Master's Degree","Singles",NA,"United States","Information Technology",1506000,0,25500
2,"Stayed the same",0,"Increased",0.15,"No change","No change","Neutral",41,0,5e+06,50,5e+06,3,0,150000,0,NA,46,"Undecided","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",9e+05,350000,"Democrat","Hispanic or Latino","Female","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Information Technology",2600000,0,562000
2,"Stayed the same",0,"Decreased",0.15,"No change","Become sooner","Positive",31,0,1800000,21,1800000,3,25000,60000,0,NA,41,"Undecided","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",174000,60000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Manufacturing",590000,211300,98600
1,"Increased",0.05,"Decreased",0.45,"No change","No change","Positive",26,0,5e+06,1,5e+06,4,0,2e+05,0,NA,46,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",75000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",50000,0,24600
1,"Increased",0.15,"Decreased",0.05,"No change","No change","Positive",26,0,2500000,7,2500000,4,25000,75000,0,NA,51,"Partially","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Own",90000,40000,"Democrat","Asian or Pacific Islander","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",313000,3e+05,37100
1,"Stayed the same",0,"Decreased",0.35,"No change","Become sooner","Positive",46,1,NA,NA,NA,NA,NA,NA,1250000,"FI",51,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",85000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",1071000,216000,47300
1,"Increased",0.25,"Decreased",0.05,"Increase","No change","Positive",26,0,1250000,27,2500000,3,10000,1e+05,0,NA,41,"Partially","Public corporation","Program Staff","For an Organization (Employed)",NA,NA,"Not a student","Rent",130000,0,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",342000,1000,21125
1,"Stayed the same",0,"Increased",0.05,"No change","No change","Neutral",31,0,2500000,17,2500000,4,NA,NA,0,NA,41,"Undecided","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Student","Rent",185000,71110,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",424412,50750,84640
1,"Increased",0.05,"Stayed the same",0,"No change","No change","Positive",31,0,750000,94,2e+06,3.5,45000,35000,0,NA,36,"No","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",135000,88000,"Democrat",NA,NA,"Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",711600,0,57970
2,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",41,0,1500000,93,2e+06,4,50000,50000,0,NA,46,"No","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Rent",250000,1e+05,"Other","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",2e+06,0,118000
1,"Increased",0.15,"Increased",0.05,"No change","Become sooner","Positive",31,0,2e+06,30,2e+06,4,2000,80000,0,NA,46,"Yes","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",330000,60000,"Democrat","White / Caucasian","Male","High School or Less","In a Relationship","Have Children","United States","Other Services",1365000,275000,168600
1,"Increased",0.95,"Stayed the same",0,"No change","No change","Positive",26,0,1e+06,16,1500000,3.5,0,40000,0,NA,36,"Partially","Public corporation","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,NA,"Not a student","Rent",220000,106000,"Republican","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Information Technology",160776,0,108480
1,"Stayed the same",0,"Decreased",0.25,"Increase","Become sooner","Positive",31,1,NA,NA,NA,NA,NA,NA,1e+06,"LeanFI",36,"Partially","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",160000,0,"Democrat","Asian or Pacific Islander","Female","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",2495100,603500,88600
1,"Increased",0.15,"Increased",0.05,"No change","Become sooner","Positive",31,0,2e+06,30,2e+06,4,2000,80000,0,NA,46,"Yes","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",330000,60000,"Democrat","White / Caucasian","Male","High School or Less","In a Relationship","Have Children","United States","Other Services",1365000,275000,168600
2,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",26,0,1125000,2,1125000,4,0,45000,0,NA,51,"Partially","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Rent",127598,48000,"Democrat","Hispanic or Latino","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",89273,23688,56729
2,"Stayed the same",0,"Decreased",0.25,"No change","No change","Neutral",36,0,1800000,17,2e+06,3.25,130000,95000,0,NA,51,"Partially","Self-employed","Customer Service","For Myself (Self-Employed)",NA,NA,"Not a student","Own",142000,46000,"Libertarian Party","White / Caucasian","Male","Some College or Trade School","In a Relationship","Have Children","United States","Other Services",915000,334500,90168
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Neutral",36,0,1e+06,72,1e+06,3.65,20000,20000,0,NA,41,"Undecided","Self-employed","Management - Upper",NA,"For Myself (Self-Employed)",NA,"Not a student","Rent",19500,0,"Other",NA,"Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Manufacturing",1039000,12000,27600
1,"Stayed the same",0,"Decreased",0.05,"No change","Become sooner","Positive",26,0,1250000,22.87,2250000,3.5,NA,45000,0,NA,41,"Partially","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",226455.37,0,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",516285.86,25500,103761.74
1,"Increased",0.15,"Decreased",0.35,"No change","Become sooner","Positive",26,1,NA,NA,NA,NA,NA,NA,2e+06,"FI",36,"Undecided","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",5e+05,0,"Republican","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Financial Services",1950000,0,67000
1,"Stayed the same",NA,"Decreased",0.25,"No change","Become sooner","Positive",31,0,350000,71,1125000,4,NA,45000,0,NA,36,"Partially","Public corporation","Program Staff","For an Organization (Employed)",NA,NA,"Not a student","Rent",147000,0,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Financial Services",250273,0,36000
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",36,0,780000,24,825000,4,10000,31000,0,NA,51,"Partially","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",79341,33333,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Construction",269789,50476,44632
1,"Increased",0.05,"Decreased",0.15,"No change","Become sooner","Positive",31,0,1850000,20,2250000,3.5,20000,75000,0,NA,51,"Partially","Public agency","Program Staff","For an Organization (Employed)",NA,NA,"Not a student","Live with family or friends",110000,45000,"Democrat",NA,"Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Public Administration (Civilian Government)",280000,7,68002
2,"Stayed the same",0,"Decreased",0.25,"No change","Become later","Neutral",26,0,2e+06,48,3e+06,3,9e+05,1e+05,0,NA,51,"No","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Student","Own",250000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",1140000,130000,27350
1,"Stayed the same",0,"Decreased",0.15,"Decrease","No change","Positive",36,0,1500000,10,1500000,4,NA,80000,0,NA,56,"Partially","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",153000,25000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Information Technology",553000,270000,45150
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1250000,30,1500000,3.5,50000,40000,0,NA,46,"Yes","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",132670,68251,"Libertarian Party","White / Caucasian","Male","Doctorate or Master's Degree","Singles","No Children","United States","Other Services",727500,69500,73615
2,"Increased",0.05,"Stayed the same",0,"No change","No change","Neutral",31,0,2800000,10,2800000,3.5,1e+05,1e+05,0,NA,51,"Partially","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",122000,39000,"Other","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Healthcare",693450,176000,80500
2,"Decreased",0.05,"Decreased",0.15,"No change","No change","Neutral",36,0,5e+05,12,8e+05,5,80000,80000,0,NA,56,"Partially","Nonprofit corporation","Program Staff","For an Organization (Employed)",NA,"For an Organization (Employed)","Not a student","Rent",191000,6000,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Other Services",253650,30003,132902
2,"Decreased",0.05,"Decreased",0.05,"No change","No change","Neutral",31,0,2e+06,10,4e+06,3,36000,1e+05,0,NA,56,"Yes","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",229130,44850,"Republican","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",749186,379375,122813
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",21,0,1e+06,3,750000,4,40000,40000,0,NA,NA,"Partially","Private corporation","Customer Service","For an Organization (Employed)",NA,NA,"Student","Rent",37000,1000,"Democrat","Hispanic or Latino","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",62600,0,20200
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Positive",36,0,2500000,80,2500000,4,0,75000,0,NA,41,"Undecided","Public corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",330000,80000,"Democrat","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",2710000,0,142750
1,"Stayed the same",0,"Decreased",0.15,"No change","No change","Positive",26,0,1250000,5.4,1400000,3.5,1000,50000,0,NA,51,"Yes","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",62000,25000,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Construction",72900,4400,13870
1,"Decreased",0,"Increased",NA,"No change","No change","Negative",31,0,2e+06,8,NA,3.5,70000,30000,0,NA,71,"No","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)","For Myself (Self-Employed)",NA,"Student","Own",72000,7000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Financial Services",516874,312647,64410
2,"Decreased",0.05,"Decreased",0.05,"No change","No change","Neutral",31,0,2500000,44,2500000,4,1e+05,1e+05,0,NA,51,"Yes","Private corporation","Management - Upper","For an Organization (Employed)",NA,NA,"Not a student","Own",3e+05,127800,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Professional & Business Services",1373700,261400,172200
1,"Stayed the same",0,"Decreased",0.15,"Increase","No change","Neutral",26,0,2e+06,18,7e+06,3,150000,150000,0,NA,56,"Undecided","Private corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",140000,24000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",573000,270000,80100
1,"Decreased",0.05,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,4,5e+06,1,NA,1e+05,0,NA,51,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",103000,33000,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Manufacturing",948000,4200,48900
1,"Decreased",0.05,"Stayed the same",0,"No change","No change","Neutral",26,0,2500000,6,2500000,3,1000,80000,0,NA,51,"Yes","Private corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Rent",103000,53391,"Libertarian Party","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Professional & Business Services",364000,0,50998
2,"Stayed the same",0,"Decreased",0.15,"No change","No change",NA,31,0,3e+06,40,4e+06,3.5,NA,125000,0,NA,56,"No","Private corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Rent",282000,150000,"Democrat","Asian or Pacific Islander","Male","Doctorate or Master's Degree","In a Relationship","Have Children","United States","Financial Services",1245000,0,132033
1,"Increased",0.05,"Decreased",0.15,"No change","No change","Positive",26,0,2e+06,25,2e+06,3.5,NA,70000,0,NA,46,"Yes","Private corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",120000,0,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",567000,0,18000
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1500000,12,1500000,3,1000,60000,0,NA,56,"Undecided","Nonprofit corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Own",128000,200,"Democrat","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",306000,62000,1400
1,"Stayed the same",0.05,"Decreased",0.15,"No change","No change","Neutral",31,0,1500000,25,38,4,8000,60000,0,NA,41,"Partially","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Own",105000,20000,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","Singles","No Children","United States","Financial Services",704000,375000,52200
1,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,2046000,29,2800000,3,6000,65000,0,NA,46,"No","Nonprofit corporation","Professional (licensed / certificated)","For an Organization (Employed)",NA,NA,"Not a student","Own",185000,105000,"Other","White / Caucasian","Male","Doctorate or Master's Degree","In a Relationship","No Children","United States","Healthcare",1187000,371000,93200
2,"Stayed the same",0,"Stayed the same",0,"No change","No change","Neutral",31,0,1250000,55,1500000,3.5,120000,45000,0,NA,36,"Partially","Public agency","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Not a student","Rent",150000,84000,"Libertarian Party",NA,"Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",685000,3000,66000
1,"Increased",0.05,"Decreased",0.25,"No change","No change","Neutral",31,0,1e+06,25,1500000,4,14400,65000,0,NA,46,"Undecided","Public corporation","Information Technology","For an Organization (Employed)",NA,NA,"Not a student","Rent",165000,72750,"Democrat","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Information Technology",271000,0,39700
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",31,0,1500000,20,2500000,3,10000,50000,0,NA,NA,"No","Public corporation","Skilled Laborer / Skilled Trade","For an Organization (Employed)",NA,NA,"Not a student","Own",1e+05,18000,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Healthcare",595000,215000,49200
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Neutral",26,0,2500000,3,2500000,3.2,15000,80000,0,NA,41,"Undecided","Public corporation","Consultant","For an Organization (Employed)",NA,NA,"Not a student","Rent",85637,27180,"Other","White / Caucasian","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Professional & Business Services",92470,13706,38967
1,"Increased",0.05,"Stayed the same",0,"No change","No change","Neutral",36,0,4e+06,40,40000,4,0,70000,0,NA,56,"Undecided","Private corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Rent",265000,0,"Democrat","White / Caucasian","Female","Doctorate or Master's Degree","Singles","No Children","United States","Information Technology",1635000,92000,44800
1,"Stayed the same",0.95,"Decreased",0.55,"No change","No change","Positive",31,0,1650000,3,3e+06,3,42000,75000,0,NA,66,"No","Nonprofit corporation","General Labor",NA,"For an Organization (Employed)",NA,"Student","Own",14000,7500,"Democrat","White / Caucasian","Male","Some College or Trade School","In a Relationship","No Children","United States","Healthcare",80100,8500,9200
1,"Stayed the same",0.05,"Decreased",0.15,"No change","No change","Positive",41,0,1500000,60,1800000,4,40000,45000,0,NA,51,"Yes","Public corporation","Management - Middle / Lower","For an Organization (Employed)",NA,NA,"Not a student","Own",170000,0,"Democrat","Asian or Pacific Islander","Male","Some College or Trade School","In a Relationship","Have Children","United States","Other Services",1193000,350000,33000
2,"Stayed the same",0,"Stayed the same",0,"No change","Become sooner","Neutral",26,0,2e+06,6.5,2e+06,3.5,0,70000,0,NA,41,"Undecided","Public corporation","Professional (non-licensed, certified)","For an Organization (Employed)",NA,NA,"Student","Rent",123481,47395,"Other","White / Caucasian","Female","Bachelor's or Associate's Degree","In a Relationship","Have Children","United States","Manufacturing",163653,24065,76086
1,"Stayed the same",0,"Decreased",0.05,"No change","No change","Positive",36,0,1e+06,22,NA,4,NA,40000,0,NA,61,"Partially","Public agency","Professional (licensed / certificated)","For an Organization (Employed)",NA,"For Myself (Self-Employed)","Not a student","Rent",128000,45000,"Other","White / Caucasian","Female","Doctorate or Master's Degree","In a Relationship","No Children","United States","Professional & Business Services",241200,1e+05,89604
1,"Increased",0.95,"Decreased",0.35,"No change","No change","Positive",26,0,1800000,3,2500000,3.3,12000,45000,0,NA,41,"Undecided","Private corporation","Customer Service","For an Organization (Employed)",NA,NA,"Not a student","Rent",185000,26000,"Other","Asian or Pacific Islander","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",69300,30000,131430
2,"Increased",0.15,"Increased",0.15,"No change","No change","Positive",26,0,1500000,26,1500000,3,45000,45000,0,NA,41,"No","Public corporation","Management - Middle / Lower","For an Organization (Employed)","For an Organization (Employed)",NA,"Not a student","Own",202000,80000,"Other","Black or African American","Male","Bachelor's or Associate's Degree","In a Relationship","No Children","United States","Other Services",681500,214000,111100
